stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BOSCHLTD,2021-05-14,2022-05-06,13772.05,13848.95,7,538.3000000000102
ULTRACEMCO,2016-06-06,2017-05-31,3227.3,4195.2,30,29036.99999999999
SBIN,2020-05-04,2021-04-29,178.85,359.4,559,100927.45
BERGEPAINT,2018-02-07,2019-02-01,206.12,271.17,485,31549.250000000007
TITAN,2017-04-28,2018-04-23,470.25,962.95,212,104452.40000000001
