stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
TRENT,2017-07-27,2018-07-20,259.95,325.65,384,25228.799999999996
MOTHERSON,2016-02-08,2017-02-02,80.46,99.23,1242,23312.34000000001
ZOMATO,2021-11-02,2022-10-28,132.45,62.6,755,-52736.74999999999
ADANIENT,2016-03-08,2017-02-28,64.05,98.5,1561,53776.450000000004
HCLTECH,2018-12-17,2019-12-12,485.83,536.35,205,10356.600000000008
