stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
MOTHERSON,2020-07-21,2021-07-16,64.73,162.77,1544,151373.76
SBILIFE,2022-05-23,2023-05-17,1076.5,1162.6,92,7921.199999999992
KOTAKBANK,2015-06-29,2016-06-23,684.23,747.25,146,9200.919999999998
BEL,2021-09-17,2022-09-12,68.43,112.85,1461,64897.61999999998
JSWSTEEL,2017-07-10,2018-07-04,218.05,312.15,458,43097.79999999998
