stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
IRCTC,2019-10-14,2020-02-28,145.55,348.76,687,139605.27
SHREECEM,2016-09-15,2017-09-08,16679.65,18738.8,5,10295.749999999989
CHOLAFIN,2019-02-15,2020-02-10,237.49,335.6,421,41304.310000000005
TORNTPHARM,2019-12-02,2020-11-26,945.25,1307.85,105,38072.99999999999
ICICIBANK,2022-10-03,2023-09-27,848.35,943.1,117,11085.75
