stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BAJAJHLDNG,2019-06-26,2020-06-19,3632.0,2527.25,27,-29828.25
BERGEPAINT,2018-11-26,2019-11-21,266.04,401.29,375,50718.75
VEDL,2017-12-28,2018-12-21,332.7,200.05,300,-39794.99999999999
HDFCBANK,2020-09-23,2021-09-17,1047.25,1582.15,95,50815.50000000001
HINDALCO,2021-12-20,2022-12-14,433.1,469.3,230,8325.999999999998
