stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
NTPC,2018-07-12,2019-07-05,128.38,136.5,778,6317.360000000003
JSWSTEEL,2015-07-21,2016-07-15,83.61,163.61,1196,95680.00000000001
TATACONSUM,2018-09-19,2019-09-13,234.9,259.0,425,10242.499999999998
HINDALCO,2015-05-22,2016-05-16,136.9,89.8,730,-34383.00000000001
NAUKRI,2017-06-12,2018-06-06,1022.9,1211.55,97,18299.05
