stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
UPL,2018-11-07,2019-11-01,486.4,588.55,205,20940.749999999996
NTPC,2015-04-24,2016-04-18,124.83,116.25,801,-6872.579999999999
HDFCLIFE,2022-01-17,2023-01-12,674.15,598.4,148,-11211.0
AXISBANK,2015-11-16,2016-11-09,481.45,487.55,207,1262.7000000000048
SBIN,2022-05-09,2023-05-02,475.9,575.3,210,20873.999999999996
