stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
KOTAKBANK,2016-05-12,2017-05-05,726.75,908.3,137,24872.349999999995
COLPAL,2020-12-14,2021-12-09,1625.45,1443.85,61,-11077.600000000008
GRASIM,2019-09-18,2020-09-11,703.1,720.95,142,2534.7000000000035
TATAMOTORS,2020-10-19,2021-10-14,128.25,497.6,779,287723.65
TATAMTRDVR,2018-02-26,2019-02-19,209.05,85.1,478,-59248.100000000006
