stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BEL,2017-02-06,2018-02-01,46.58,53.85,2146,15601.420000000007
BHARTIARTL,2021-06-07,2022-06-01,536.45,694.65,186,29425.199999999986
MUTHOOTFIN,2015-06-09,2016-06-03,185.45,251.15,539,35412.30000000001
HCLTECH,2020-08-17,2021-08-11,718.85,1066.95,139,48385.9
TATAPOWER,2019-09-03,2020-08-28,53.85,61.2,1857,13648.950000000003
