stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
INFY,2022-01-14,2023-01-09,1929.35,1484.45,51,-22689.899999999994
BERGEPAINT,2019-04-11,2020-04-03,267.58,373.88,373,39649.9
BEL,2017-01-27,2018-01-22,46.69,58.47,2141,25220.980000000003
VEDL,2019-04-22,2020-04-13,175.0,78.3,571,-55215.700000000004
SIEMENS,2017-11-27,2018-11-22,1189.35,917.25,84,-22856.399999999994
