stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
TECHM,2017-11-13,2018-11-07,490.1,697.25,204,42258.6
TITAN,2020-10-12,2021-10-06,1256.75,2147.65,79,70381.1
UPL,2019-07-16,2020-07-10,641.9,436.5,155,-31836.999999999996
NTPC,2016-08-29,2017-08-22,132.96,139.75,752,5106.0799999999945
SRF,2021-08-23,2022-08-18,1794.2,2519.3,55,39880.50000000001
