stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
TCS,2016-10-26,2017-10-19,1198.12,1291.95,83,7787.890000000013
AMBUJACEM,2021-05-27,2022-05-20,330.1,363.0,302,9935.799999999994
UPL,2015-05-11,2016-05-04,336.5,386.07,297,14722.289999999997
GAIL,2015-07-13,2016-07-07,69.89,72.15,1430,3231.8000000000075
HDFCBANK,2018-06-11,2019-06-06,1021.15,1211.68,97,18481.410000000007
