stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
HCLTECH,2018-08-30,2019-08-23,508.27,543.5,196,6905.080000000004
ZYDUSLIFE,2015-09-14,2016-09-06,359.71,383.65,278,6655.32
M&M,2022-11-07,2023-10-20,1351.3,1558.25,74,15314.300000000003
LT,2015-04-22,2016-04-13,1163.73,823.27,85,-28939.100000000002
AMBUJACEM,2016-12-09,2017-12-04,216.05,261.1,462,20813.100000000006
