stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ABB,2016-03-28,2017-03-21,1242.9,1196.7,80,-3696.0000000000036
WIPRO,2016-02-22,2017-02-16,203.53,180.3,491,-11405.929999999995
MOTHERSON,2017-09-12,2018-09-07,149.98,134.73,666,-10156.5
GAIL,2022-01-24,2023-01-19,93.9,97.6,1064,3936.799999999988
SHRIRAMFIN,2018-05-02,2019-04-26,1553.2,1135.5,64,-26732.800000000003
