stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
LT,2018-10-08,2019-10-01,1215.35,1464.05,82,20393.400000000005
UPL,2022-08-24,2023-08-18,759.75,578.45,131,-23750.299999999996
KOTAKBANK,2021-02-01,2022-01-25,1801.5,1854.65,55,2923.250000000005
GAIL,2018-09-10,2019-09-04,125.9,84.87,794,-32577.82
HINDUNILVR,2017-03-27,2018-03-22,898.8,1311.85,111,45848.549999999996
