stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
PNB,2019-01-28,2020-01-21,76.1,61.45,1314,-19250.099999999988
SBICARD,2021-07-26,2022-07-21,1017.25,884.0,98,-13058.5
MARICO,2019-08-19,2020-08-11,396.05,370.6,252,-6413.399999999997
TATACONSUM,2017-03-09,2018-03-01,140.8,274.85,710,95175.50000000001
BHARTIARTL,2018-05-23,2019-05-17,327.61,328.45,305,256.1999999999924
