stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
POWERGRID,2015-10-01,2016-09-23,73.62,99.22,1358,34764.799999999996
SHREECEM,2021-06-14,2022-06-07,28334.05,19785.4,3,-25645.949999999993
HCLTECH,2019-07-22,2020-07-15,509.48,615.2,196,20721.120000000006
ONGC,2017-08-01,2018-07-27,167.4,161.3,597,-3641.6999999999966
HAL,2019-10-25,2020-10-19,368.77,370.73,271,531.1600000000099
