stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
TATACONSUM,2015-02-05,2016-01-29,154.75,126.5,646,-18249.5
HAL,2018-09-24,2019-09-19,435.95,372.95,229,-14427.0
JSWSTEEL,2019-10-22,2020-10-14,219.7,290.65,455,32282.249999999996
TVSMOTOR,2017-01-02,2017-12-28,367.65,762.55,271,107017.9
ONGC,2017-05-04,2018-04-27,188.9,180.7,529,-4337.800000000009
