stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
MARUTI,2017-08-09,2018-08-03,7661.6,9187.0,13,19830.199999999997
MCDOWELL-N,2018-03-22,2019-03-15,610.92,584.45,163,-4314.609999999986
SBILIFE,2017-10-03,2018-08-10,707.55,649.9,141,-8128.649999999997
BOSCHLTD,2018-02-26,2019-02-19,19119.2,17761.35,5,-6789.250000000011
BHARTIARTL,2020-01-01,2020-12-24,453.3,517.3,220,14079.999999999987
