stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
PIDILITIND,2021-12-06,2022-12-01,2201.55,2733.55,45,23940.0
TVSMOTOR,2016-12-05,2017-11-28,356.85,743.25,280,108192.0
CHOLAFIN,2018-06-21,2019-06-14,321.77,291.35,310,-9430.199999999988
MUTHOOTFIN,2017-02-09,2018-02-02,339.0,402.1,294,18551.400000000005
SHREECEM,2020-02-03,2021-01-28,23267.5,23106.3,4,-644.8000000000029
