stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
GAIL,2015-09-28,2016-09-21,54.77,72.6,1825,32539.749999999985
SRF,2018-01-18,2019-01-11,384.21,409.28,260,6518.199999999998
BANKBARODA,2022-09-12,2023-09-05,138.85,195.8,720,41004.000000000015
BHARTIARTL,2017-08-08,2018-08-03,383.62,343.86,260,-10337.599999999999
TECHM,2021-01-01,2021-12-27,977.95,1785.0,102,82319.09999999999
