stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
EICHERMOT,2019-10-14,2020-10-07,1832.79,2238.0,54,21881.340000000004
RELIANCE,2016-10-10,2017-10-04,543.03,811.16,184,49335.92
TECHM,2018-02-05,2019-01-31,629.05,731.9,158,16250.300000000003
AXISBANK,2018-06-11,2019-06-06,539.95,807.7,185,49533.75
BAJAJFINSV,2018-09-19,2019-09-13,631.2,738.88,158,17013.43999999999
