stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
APOLLOHOSP,2021-05-31,2022-05-25,3168.75,3524.3,31,11022.050000000007
SBICARD,2021-07-05,2022-06-30,988.35,768.25,101,-22230.100000000002
ONGC,2015-07-31,2016-07-25,181.8,151.2,550,-16830.00000000001
AXISBANK,2022-10-13,2023-10-06,802.0,1000.95,124,24669.800000000007
PGHH,2022-12-19,2023-10-20,14044.85,17140.6,7,21670.249999999985
