stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BANKBARODA,2018-03-13,2019-03-08,141.55,113.6,706,-19732.70000000001
GAIL,2016-03-14,2017-03-09,64.34,94.81,1554,47350.38
TRENT,2019-12-02,2020-11-25,526.4,731.35,189,38735.55000000001
HAVELLS,2018-12-05,2019-11-29,694.5,667.45,143,-3868.1499999999933
BRITANNIA,2018-06-12,2019-06-07,2973.3,2899.3,33,-2442.0
