stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
AXISBANK,2016-09-06,2017-09-01,635.9,507.55,157,-20150.949999999993
BANKBARODA,2015-06-19,2016-06-13,142.1,146.1,703,2812.0
HCLTECH,2017-09-11,2018-09-05,430.35,539.47,232,25315.84
PIIND,2015-03-16,2016-03-10,647.1,559.9,154,-13428.800000000007
ITC,2020-07-16,2021-07-09,193.85,201.35,515,3862.5
