stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
INDUSINDBK,2017-09-18,2018-09-12,1745.6,1828.35,57,4716.75
GODREJCP,2016-04-11,2017-04-05,450.95,565.93,221,25410.57999999999
ASIANPAINT,2018-11-19,2019-11-14,1312.15,1771.85,76,34937.19999999998
BPCL,2015-09-21,2016-09-14,290.42,383.57,344,32043.59999999999
HCLTECH,2021-04-15,2022-04-08,991.9,1165.35,100,17344.999999999993
