stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
CANBK,2018-04-30,2019-04-23,265.95,270.45,376,1692.0
ONGC,2018-03-23,2019-03-18,177.4,154.65,563,-12808.25
ABB,2020-10-22,2021-10-14,917.2,1819.0,109,98296.2
GODREJCP,2019-07-29,2020-07-23,613.25,681.7,163,11157.350000000008
NTPC,2020-01-14,2021-01-08,123.5,100.15,809,-18890.149999999994
