stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
POWERGRID,2021-01-11,2022-01-04,114.5,157.95,873,37931.84999999999
ASIANPAINT,2022-03-24,2023-03-17,3025.35,2862.65,33,-5369.099999999994
GODREJCP,2020-03-31,2021-03-26,520.85,710.25,191,36175.399999999994
HAL,2019-11-18,2020-11-11,398.65,365.67,250,-8244.99999999999
BAJAJ-AUTO,2021-01-20,2022-01-14,3643.95,3432.8,27,-5701.04999999999
