stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
SIEMENS,2018-12-17,2019-12-10,968.2,1464.75,103,51144.649999999994
BANKBARODA,2017-07-10,2018-07-05,166.6,113.25,600,-32009.999999999996
PNB,2021-09-27,2022-09-22,38.35,40.5,2607,5605.0499999999965
INDIGO,2018-02-05,2019-01-31,1200.2,1187.8,83,-1029.2000000000075
TATAPOWER,2018-01-12,2019-01-07,99.05,74.7,1009,-24569.149999999994
