stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
MCDOWELL-N,2017-06-15,2018-06-08,461.15,671.0,216,45327.600000000006
BAJAJFINSV,2019-04-05,2020-03-30,739.78,466.11,135,-36945.45
HCLTECH,2021-04-27,2022-04-22,928.85,1102.05,107,18532.399999999994
TRENT,2015-04-07,2016-04-01,146.73,159.91,681,8975.580000000005
BERGEPAINT,2015-05-06,2016-04-29,127.44,153.27,784,20250.72000000001
