stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ASIANPAINT,2021-09-08,2022-09-02,3336.6,3431.05,29,2739.050000000008
ICICIPRULI,2016-09-29,2016-11-25,297.55,303.55,336,2016.0
LT,2017-08-01,2018-07-27,1190.05,1311.45,84,10197.600000000008
DIVISLAB,2017-02-20,2018-02-14,756.75,1050.7,132,38801.40000000001
BHARTIARTL,2022-11-10,2023-10-20,825.75,945.2,121,14453.450000000006
