stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ATGL,2021-02-08,2022-02-02,382.7,1877.1,261,390038.39999999997
PIDILITIND,2016-06-06,2017-05-31,709.85,770.15,140,8441.999999999993
TATAPOWER,2018-06-14,2019-06-07,77.3,66.3,1293,-14223.0
TATAMOTORS,2022-09-07,2023-09-01,445.85,611.2,224,37038.40000000001
BEL,2020-04-28,2021-04-23,24.42,42.3,4095,73218.59999999998
