stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
GRASIM,2019-08-13,2020-08-06,709.65,634.2,140,-10562.99999999999
EICHERMOT,2019-08-30,2020-08-24,1625.84,2176.45,61,33587.20999999999
ADANIGREEN,2021-12-13,2022-12-06,1385.95,2063.3,72,48769.20000000001
HINDUNILVR,2020-07-22,2021-07-16,2248.5,2417.4,44,7431.600000000004
TCS,2015-11-20,2016-11-11,1199.18,1050.57,83,-12334.63000000001
