stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BERGEPAINT,2020-05-08,2021-05-03,379.5,593.58,263,56303.04000000001
INDUSINDBK,2022-03-10,2023-03-03,904.3,1126.4,110,24431.000000000015
BAJAJ-AUTO,2019-03-18,2020-03-09,3005.15,2573.35,33,-14249.400000000005
MARICO,2022-03-07,2023-03-01,481.85,495.95,207,2918.699999999993
TATACONSUM,2017-12-26,2018-12-18,305.95,210.1,326,-31247.1
