stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
POWERGRID,2015-02-23,2016-02-18,87.91,78.86,1137,-10289.849999999997
BERGEPAINT,2019-02-18,2020-02-13,240.67,484.75,415,101293.20000000001
KOTAKBANK,2015-12-21,2016-12-13,705.9,730.95,141,3532.0500000000097
LTIM,2022-05-09,2023-05-03,4448.9,4498.0,22,1080.200000000008
MUTHOOTFIN,2018-04-23,2019-04-16,437.95,613.85,228,40105.200000000004
