stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
WIPRO,2015-08-20,2016-08-12,216.28,203.91,462,-5714.940000000002
PIDILITIND,2019-10-14,2020-10-06,1362.25,1470.7,73,7916.850000000003
BHARTIARTL,2022-10-10,2023-10-04,792.35,924.25,126,16619.399999999998
NAUKRI,2020-12-17,2021-12-10,4560.75,5646.0,21,22790.25
ICICIPRULI,2019-11-21,2020-11-14,499.55,433.55,200,-13200.0
