stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BAJAJFINSV,2020-02-10,2021-02-02,962.7,947.63,103,-1552.210000000005
TECHM,2021-06-28,2022-06-23,1105.1,991.1,90,-10259.999999999989
HDFCLIFE,2020-09-10,2021-09-03,601.6,734.4,166,22044.799999999992
BPCL,2016-04-20,2017-04-13,318.09,487.4,314,53163.340000000004
COALINDIA,2018-07-27,2019-07-22,262.15,221.4,381,-15525.749999999989
