stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ATGL,2019-12-02,2020-11-25,164.15,324.9,609,97896.74999999999
HDFCLIFE,2021-08-30,2022-08-25,712.35,571.05,140,-19782.00000000001
JINDALSTEL,2021-07-16,2022-07-11,405.95,350.95,246,-13530.0
NTPC,2019-04-01,2020-03-25,135.1,79.7,740,-40995.99999999999
HINDUNILVR,2017-02-27,2018-02-19,866.45,1335.9,115,53986.75000000001
