stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
M&M,2016-02-10,2017-02-03,591.15,630.35,169,6624.8000000000075
SUNPHARMA,2015-12-24,2016-12-16,790.85,647.35,126,-18081.0
SHRIRAMFIN,2022-04-18,2023-04-10,1164.25,1304.75,85,11942.5
HAVELLS,2017-12-26,2018-12-21,550.0,691.5,181,25611.5
ADANIPORTS,2021-06-11,2022-06-06,839.75,741.25,119,-11721.5
