stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
HDFCBANK,2017-02-08,2018-02-02,652.83,974.0,153,49139.009999999995
TVSMOTOR,2020-08-17,2021-08-11,426.8,560.85,234,31367.700000000004
DABUR,2015-06-29,2016-06-22,275.9,309.8,362,12271.800000000012
MOTHERSON,2016-10-03,2017-09-27,97.59,147.82,1024,51435.51999999999
SRF,2021-03-16,2022-03-11,1100.65,2250.75,90,103508.99999999999
