stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
JSWSTEEL,2018-02-07,2019-02-01,290.0,274.95,344,-5177.200000000004
TATACONSUM,2015-10-23,2016-10-17,137.8,150.25,725,9026.24999999999
MARICO,2020-02-01,2021-01-25,304.65,410.15,328,34604.0
IOC,2019-05-02,2020-04-24,105.4,54.33,948,-48414.36000000001
DMART,2021-11-10,2022-11-04,4960.3,4167.35,20,-15858.999999999996
