stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
GAIL,2022-07-18,2023-07-12,96.07,110.6,1040,15111.2
TCS,2016-11-28,2017-11-21,1141.3,1336.47,87,16979.790000000008
CANBK,2015-07-20,2016-07-12,280.61,232.37,356,-17173.440000000002
ADANIPORTS,2017-07-26,2018-07-20,393.05,370.05,254,-5842.0
BAJFINANCE,2019-08-26,2020-08-19,3324.25,3409.95,30,2570.9999999999945
