stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
MCDOWELL-N,2016-08-31,2017-08-24,462.61,513.43,216,10977.119999999986
DLF,2016-12-21,2017-12-15,117.45,231.7,851,97226.74999999999
LTIM,2017-04-05,2018-03-28,718.1,1340.7,139,86541.40000000001
BRITANNIA,2015-10-20,2016-10-14,1650.03,1665.38,60,921.0000000000082
BAJAJFINSV,2018-06-08,2019-06-03,602.55,834.81,165,38322.9
