stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ICICIPRULI,2022-03-02,2023-02-24,487.8,399.7,205,-18060.500000000004
KOTAKBANK,2015-12-14,2016-12-06,674.1,734.0,148,8865.199999999997
BAJAJHLDNG,2017-09-05,2018-08-31,2815.65,3117.25,35,10555.999999999996
WIPRO,2017-01-16,2018-01-09,181.78,237.9,550,30866.000000000004
MCDOWELL-N,2017-04-13,2018-04-06,380.37,664.44,262,74426.34000000001
