stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BERGEPAINT,2020-05-08,2021-05-03,379.5,593.58,263,56303.04000000001
BAJFINANCE,2018-07-30,2019-07-24,2678.0,3173.55,37,18335.350000000006
DABUR,2019-07-29,2020-07-22,427.9,481.05,233,12383.950000000008
TATAMOTORS,2020-12-07,2021-11-30,183.55,458.6,544,149627.2
ADANIPORTS,2016-10-03,2017-09-27,264.5,372.55,378,40842.9
