stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ASIANPAINT,2019-07-23,2020-07-17,1429.35,1717.9,69,19909.95000000001
LICI,2022-05-17,2022-08-19,875.25,685.95,114,-21580.199999999993
CIPLA,2020-04-07,2021-03-30,492.25,812.2,203,64949.850000000006
TATAPOWER,2015-01-21,2016-01-15,83.4,61.75,1199,-25958.350000000006
CHOLAFIN,2016-09-19,2017-09-13,216.96,234.19,460,7925.799999999996
