stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
INDIGO,2019-11-25,2020-11-19,1450.15,1687.95,68,16170.399999999998
TATAMTRDVR,2022-07-18,2023-07-12,228.7,336.6,437,47152.30000000002
ADANIENT,2015-08-04,2016-07-29,94.45,80.65,1058,-14600.399999999998
ITC,2015-11-20,2016-11-11,229.63,242.95,435,5794.199999999997
SBIN,2017-11-13,2018-11-07,331.05,286.55,302,-13439.0
