stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
NTPC,2016-10-17,2017-10-10,122.92,146.25,813,18967.289999999997
AXISBANK,2022-08-16,2023-08-09,764.65,950.0,130,24095.500000000004
MUTHOOTFIN,2018-10-24,2019-10-18,396.15,675.8,252,70471.79999999999
ZYDUSLIFE,2017-08-23,2018-08-17,462.65,357.25,216,-22766.399999999994
BHARTIARTL,2019-09-03,2020-08-26,336.85,514.5,296,52584.399999999994
