stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BAJFINANCE,2020-05-12,2021-05-07,2069.7,5493.8,48,164356.80000000002
TRENT,2021-09-20,2022-09-13,979.15,1460.35,102,49082.399999999994
HEROMOTOCO,2020-06-22,2021-06-15,2412.6,3007.05,41,24372.45000000001
BAJAJ-AUTO,2016-05-02,2017-04-27,2477.95,2866.05,40,15524.000000000015
BPCL,2022-03-23,2023-03-17,366.6,351.4,272,-4134.400000000012
