stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
TCS,2022-08-18,2023-08-11,3381.25,3448.8,29,1958.9500000000053
IRCTC,2020-03-30,2021-03-23,187.16,368.43,534,96798.18000000001
SBICARD,2020-03-16,2020-12-16,681.4,827.2,146,21286.80000000001
INDUSINDBK,2019-11-07,2020-10-30,1381.9,585.7,72,-57326.4
VEDL,2017-02-28,2018-02-23,259.1,337.9,385,30337.99999999998
