stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BANKBARODA,2020-05-26,2021-05-18,37.1,76.75,2695,106856.75
ADANIGREEN,2021-11-15,2022-11-10,1305.05,2176.0,76,66192.2
BEL,2019-02-14,2020-02-07,24.83,29.18,4027,17517.450000000004
BAJAJHLDNG,2016-12-28,2017-12-22,1767.85,2927.3,56,64929.20000000001
EICHERMOT,2021-03-22,2022-03-17,2676.85,2436.95,37,-8876.300000000003
