stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
GAIL,2016-08-11,2017-08-04,69.54,94.44,1438,35806.19999999999
PIDILITIND,2021-02-15,2022-02-09,1766.6,2480.6,56,39984.0
AXISBANK,2019-01-17,2020-01-10,676.65,740.05,147,9319.799999999997
TORNTPHARM,2022-09-07,2023-09-01,1521.7,1785.8,65,17166.499999999993
NTPC,2019-05-21,2020-05-15,128.6,90.85,777,-29331.75
