stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
VEDL,2016-11-15,2017-11-07,209.55,335.7,477,60173.54999999999
HCLTECH,2021-02-05,2022-01-31,946.15,1099.4,105,16091.250000000013
GRASIM,2019-02-01,2020-01-27,718.95,813.1,139,13086.849999999997
AMBUJACEM,2020-04-09,2021-04-01,158.8,311.0,629,95733.79999999999
MOTHERSON,2017-10-23,2018-10-17,159.31,111.22,627,-30152.430000000004
