stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
ABB,2017-08-29,2018-08-24,1351.25,1319.35,74,-2360.6000000000067
ULTRACEMCO,2022-03-30,2023-03-24,6642.7,7405.65,15,11444.249999999996
ICICIGI,2021-10-21,2022-10-14,1505.4,1126.65,66,-24997.5
TATACONSUM,2018-07-06,2019-07-01,266.3,271.55,375,1968.75
KOTAKBANK,2018-04-12,2019-04-05,1134.6,1335.95,88,17718.80000000001
