stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
TITAN,2017-09-25,2018-09-19,602.15,823.6,166,36760.700000000004
ABB,2021-08-30,2022-08-23,1921.7,2868.1,52,49212.799999999996
JSWSTEEL,2020-07-07,2021-07-02,190.85,671.3,523,251275.34999999998
TATAMTRDVR,2016-01-11,2017-01-03,271.8,308.4,367,13432.199999999988
JINDALSTEL,2021-12-06,2022-11-30,356.8,535.75,280,50106.0
