stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BANKBARODA,2017-06-02,2018-05-28,178.9,145.4,558,-18693.0
ADANIPORTS,2021-07-05,2022-06-28,710.05,678.05,140,-4480.0
AXISBANK,2021-02-23,2022-02-18,715.95,787.4,139,9931.54999999999
POWERGRID,2017-06-29,2018-06-22,117.29,111.48,852,-4950.120000000002
DABUR,2015-09-18,2016-09-09,275.25,292.8,363,6370.650000000004
