stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
DIVISLAB,2020-05-28,2021-05-21,2285.1,4079.9,43,77176.40000000001
HCLTECH,2019-02-18,2020-02-13,523.15,612.45,191,17056.300000000014
ADANIENT,2018-12-27,2019-12-20,162.35,218.8,615,34716.75000000001
DABUR,2021-12-31,2022-12-26,580.05,566.1,172,-2399.3999999999883
TATAMTRDVR,2015-04-06,2016-03-28,341.45,272.05,292,-20264.799999999992
