stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BHARTIARTL,2019-06-14,2020-06-08,353.3,585.15,283,65613.54999999999
INDIGO,2015-11-10,2016-09-07,877.25,871.15,113,-689.3000000000026
GODREJCP,2016-04-25,2017-04-19,455.02,548.42,219,20454.599999999995
DIVISLAB,2015-02-09,2016-02-03,809.2,1106.55,123,36574.04999999999
NESTLEIND,2018-11-12,2019-11-06,10124.55,14649.65,9,40725.9
