stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
CHOLAFIN,2015-09-07,2016-08-31,119.04,231.9,840,94802.4
HAL,2022-04-18,2023-04-13,868.97,1402.47,115,61352.5
TATAMOTORS,2015-04-28,2016-04-22,529.85,417.0,188,-21215.800000000003
SRF,2017-05-22,2018-05-16,341.42,451.14,292,32038.23999999999
COALINDIA,2021-06-24,2022-06-17,146.4,182.65,683,24758.75
