stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
SIEMENS,2021-02-26,2022-02-21,1850.0,2415.6,54,30542.399999999994
ASIANPAINT,2015-05-06,2016-04-29,760.85,866.25,131,13807.399999999998
NAUKRI,2019-08-05,2020-07-28,2153.45,3129.65,46,44905.20000000001
NTPC,2022-12-06,2023-10-20,175.2,241.0,570,37506.00000000001
SBILIFE,2019-07-19,2020-07-13,744.85,862.95,134,15825.400000000003
