stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
BAJAJ-AUTO,2022-11-25,2023-10-20,3640.25,5489.3,27,49924.350000000006
DMART,2021-03-24,2022-03-17,2855.6,4192.75,35,46800.25
ATGL,2019-08-16,2020-08-10,153.15,163.2,652,6552.5999999999885
M&M,2020-05-18,2021-05-12,377.2,759.7,265,101362.50000000001
LTIM,2016-07-21,2016-11-25,697.6,620.1,143,-11082.5
