stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
GAIL,2021-12-14,2022-12-09,90.2,90.85,1108,720.1999999999905
ADANIPORTS,2020-09-14,2021-09-07,351.65,745.5,284,111853.40000000001
IRCTC,2022-11-10,2023-10-20,744.45,692.1,134,-7014.900000000003
VBL,2021-12-21,2022-12-16,279.78,698.33,357,149422.35000000003
SHREECEM,2020-07-27,2021-07-22,21113.85,28080.0,4,27864.600000000006
