stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
HCLTECH,2015-12-15,2016-12-09,422.6,401.65,236,-4944.200000000011
VEDL,2022-06-03,2023-05-29,316.9,300.35,315,-5213.249999999985
BAJAJ-AUTO,2020-10-26,2021-10-19,2895.15,3911.55,34,34557.600000000006
TVSMOTOR,2019-05-20,2020-05-14,493.4,342.35,202,-30512.09999999999
ADANIPORTS,2016-04-18,2017-04-11,231.3,333.8,432,44280.0
