stock,entry_date,exit_date,entry_price,exit_price,no_of_shares,return
HINDALCO,2018-12-20,2019-12-13,223.9,208.25,446,-6979.900000000002
TATASTEEL,2019-11-04,2020-10-28,40.92,40.23,2443,-1685.670000000012
HDFCBANK,2016-12-23,2017-12-18,593.12,939.47,168,58186.8
DIVISLAB,2015-07-22,2016-07-15,971.88,1152.45,102,18418.140000000007
SHRIRAMFIN,2019-02-11,2020-02-06,1056.25,1218.75,94,15275.0
